559|111
784|13
316|634
2|656
378|712
603|223
518|336
290|941
516|910
845|84
193|206
159|184
992|856
631|372
402|22
717|604
718|502
573|310
624|64
178|424
437|379
654|712
878|562
775|302
428|188
870|688
38|975
657|353
950|599
19|459
3|628
254|356
994|998
503|16
762|978
317|451
732|420
646|813
551|445
305|430
80|328
943|214
150|28
565|742
844|220
358|25
45|717
421|807
125|298
717|879
58|759
538|448
870|418
954|617
329|842
800|505
294|588
378|674
684|39
205|965
432|760
170|542
619|291
406|15
998|837
688|253
726|425
371|320
788|494
343|730
73|947
412|1
418|852
730|455
339|746
122|85
93|750
446|297
588|994
827|578
12|939
617|491
154|546
777|868
216|58
884|189
695|473
892|484
347|169
124|766
560|949
674|252
714|602
160|975
977|74
730|792
666|764
718|132
329|920
846|871
75|861
239|280
860|932
389|618
857|961
948|419
870|61
17|61
264|365
775|550
386|801
889|141
327|91
522|929
753|760
154|426
322|252
690|698
710|394
390|781
213|540
117|15
124|310
920|605
746|657
866|963
144|295
484|273
970|98
952|768
409|458
864|97
807|522
97|618
369|318
349|869
973|993
336|844
683|874
16|16
170|915
183|95
892|190
281|26
766|416
726|612
441|621
371|754
674|20
207|601
213|302
235|427
308|996
988|150
957|639
589|96
81|935
598|492
274|769
204|616
240|71
851|951
590|736
427|352
621|581
169|662
666|414
802|866
680|755
786|894
201|131
67|126
826|630
530|505
22|877
479|904
815|590
361|142
449|282
835|570
568|635
528|375
469|925
428|665
132|730
811|518
982|308
415|108
3|724
125|959
205|921
330|742
102|264
846|76
52|660
416|397
918|215
325|564
602|690
655|900
201|863
372|290
66|959
920|506
174|252
138|724
157|875
364|646
304|784
273|205
78|352
613|470
314|414
599|766
982|849
505|311
69|223
757|340
549|39
676|142
342|340
900|798
521|691
239|42
850|678
259|817
417|450
821|848
250|900
975|651
360|154
523|324
746|825
655|932
118|23
97|265
107|131
862|737
450|813
948|621
174|556
915|303
589|687
893|617
401|907
90|647
63|25
781|188
815|575
51|694
36|306
923|826
580|993
709|286
586|84
397|435
951|353
477|802
237|219
734|59
931|37
531|209
932|448
201|82
348|673
921|873
761|253
584|866
631|89
721|594
976|607
31|316
509|653
694|708
547|977
949|596
840|991
762|998
773|713
892|132
792|626
936|912
162|523
673|698
768|609
171|148
496|139
81|324
6|214
699|279
752|491
534|370
722|324
33|769
489|585
93|916
195|589
801|350
669|117
154|985
979|995
939|936
806|801
99|701
909|438
992|558
14|613
378|300
92|565
189|836
490|902
208|182
515|253
952|905
337|730
653|887
59|713
299|756
551|596
563|920
225|330
859|51
592|533
902|580
211|500
258|104
927|317
495|76
787|757
420|553
848|192
363|178
783|105
499|300
314|621
748|494
2|268
610|159
42|156
589|981
349|372
694|836
471|549
958|740
218|222
967|793
175|10
72|32
966|680
266|486
34|602
265|589
750|762
101|659
706|335
33|630
167|438
203|475
497|526
705|234
145|757
82|92
652|954
319|990
195|577
191|361
889|102
947|745
106|105
85|708
447|299
34|881
188|337
625|736
805|595
534|439
973|32
341|276
520|173
935|795
443|109
463|128
143|671
740|65
490|456
369|392
441|996
786|845
722|199
902|315
328|582
185|599
43|750
386|856
760|671
225|931
168|288
264|337
834|905
737|515
595|560
245|348
225|142
997|976
245|494
552|320
270|619
466|860
923|863
85|392
285|882
304|818
231|437
223|152
731|448
11|816
461|386
719|767
336|835
373|899
752|409
611|265
118|903
661|547
820|403
413|970
819|345
230|711
256|426
117|787
918|845
244|795
483|735
857|882
899|698
523|87
489|185
638|875
271|38
700|326
775|674
330|328
35|39
995|116
156|7
511|908
718|585
980|905
165|814
781|381
46|777
646|122
878|325
480|634
705|354
440|217
725|790
12|243
514|914
760|443
739|741
725|892
187|614
368|902
204|732
709|455
256|318
280|996
27|207
448|708
558|361
410|801
565|293
182|927
573|736
391|249
53|337
641|303
51|752
934|264
955|577
430|972
643|984
960|407
509|15
215|306
466|51
884|377
331|923
327|892
431|440
329|466
340|460
401|918
676|975
944|273
272|184
752|980
929|436
157|580
332|774
417|557
520|84
782|2
452|263
971|127
425|42
832|515
247|962
631|182
582|41
729|533
70|940
34|281
298|903
446|893
765|745
